geocode;UF;name_muni;hierarquia
4207700;SC;Ipumirim;Centro Local
1500859;PA;Anapu;Centro Local
1500909;PA;Augusto Corrêa;Centro Local
2906303;BA;Canavieiras;Centro Local
3508702;SP;Caconde;Centro Local
4305900;RS;Coronel Bicaco;Centro Local
1300706;AM;Boca do Acre;Centro Local
4118808;PR;Peabiru;Centro Local
1100148;RO;Nova Brasilândia D'Oeste;Centro Local
2807600;SE;Umbaúba;Centro Local
4302907;RS;Cacequi;Centro Local
3203700;ES;Muniz Freire;Centro Local
4106803;PR;Cruz Machado;Centro Local
2307403;CE;Arranjo Populacional de Jucás - Cariús/CE;Centro Local
2503001;PB;Caaporã;Centro Local
3112000;MG;Candeias;Centro Local
2109601;MA;Rosário;Centro Local
5107701;MT;Rosário Oeste;Centro Local
2916856;BA;Itatim;Centro Local
2111508;MA;São Mateus do Maranhão;Centro Local
3114550;MG;Carneirinho;Centro Local
4127858;PR;Três Barras do Paraná;Centro Local
4317707;RS;Santo Antônio das Missões;Centro Local
5105200;MT;Juscimeira;Centro Local
4121208;PR;Quitandinha;Centro Local
3159902;MG;Santo Antônio do Amparo;Centro Local
2921104;BA;Medeiros Neto;Centro Local
5201504;GO;Aporé;Centro Local
4117255;PR;Nova Prata do Iguaçu;Centro Local
4116208;PR;Morretes;Centro Local
4104402;PR;Cândido de Abreu;Centro Local
5203906;GO;Buriti Alegre;Centro Local
5107354;MT;São José do Xingu;Centro Local
3140506;MG;Martinho Campos;Centro Local
4301503;RS;Augusto Pestana;Centro Local
1500958;PA;Aurora do Pará;Centro Local
1600154;AP;Pedra Branca do Amapari;Centro Local
4119806;PR;Planalto;Centro Local
3536000;SP;Parapuã;Centro Local
4108502;PR;General Carneiro;Centro Local
1506583;PA;Santa Maria das Barreiras;Centro Local
1304302;AM;Urucará;Centro Local
2205508;PI;José de Freitas;Centro Local
2413359;RN;Serra do Mel;Centro Local
1703867;TO;Cariri do Tocantins;Centro Local
3154002;MG;Raul Soares;Centro Local
1301159;AM;Careiro da Várzea;Centro Local
4312807;RS;Nova Araçá;Centro Local
3110707;MG;Cambuquira;Centro Local
3556800;SP;Viradouro;Centro Local
3552304;SP;Sud Mennucci;Centro Local
4102901;PR;Bituruna;Centro Local
2615607;PE;Trindade;Centro Local
2112407;MA;Turiaçu;Centro Local
2312700;CE;Senador Pompeu;Centro Local
3553609;SP;Tapiratiba;Centro Local
3204054;ES;Pedro Canário;Centro Local
2800670;SE;Boquim;Centro Local
3555109;SP;Arranjo Populacional de Tupi Paulista/SP;Centro Local
4208708;SC;Jacinto Machado;Centro Local
2917706;BA;Jaguarari;Centro Local
4100202;PR;Arranjo Populacional de Adrianópolis/PR - Ribeira/SP;Centro Local
4302501;RS;Bossoroca;Centro Local
2608503;PE;Lagoa de Itaenga;Centro Local
3202603;ES;Iconha;Centro Local
2702900;AL;Girau do Ponciano;Centro Local
5200100;GO;Abadiânia;Centro Local
2932507;BA;Una;Centro Local
1300300;AM;Autazes;Centro Local
4309506;RS;Guarani das Missões;Centro Local
1100403;RO;Alto Paraíso;Centro Local
3510302;SP;Capela do Alto;Centro Local
2414209;RN;Tibau do Sul;Centro Local
5220009;GO;São João d'Aliança;Centro Local
4308458;RS;Fortaleza dos Valos;Centro Local
5213707;GO;Montes Claros de Goiás;Centro Local
5205513;GO;Cocalzinho de Goiás;Centro Local
4314506;RS;Pinheiro Machado;Centro Local
3146503;MG;Pains;Centro Local
4123808;PR;Santa Izabel do Oeste;Centro Local
2100600;MA;Amarante do Maranhão;Centro Local
3532603;SP;Nhandeara;Centro Local
2903409;BA;Belmonte;Centro Local
2614105;PE;Sertânia;Centro Local
4111407;PR;Ivaí;Centro Local
3532827;SP;Nova Campina;Centro Local
2112704;MA;Vargem Grande;Centro Local
2923803;BA;Paripiranga;Centro Local
3504305;SP;Avaí;Centro Local
4300059;RS;Água Santa;Centro Local
3164605;MG;São Sebastião do Oeste;Centro Local
2804607;SE;Nossa Senhora das Dores;Centro Local
4217303;SC;Saudades;Centro Local
2313104;CE;Tabuleiro do Norte;Centro Local
2112902;MA;Vitória do Mearim;Centro Local
2917003;BA;Itiúba;Centro Local
2901106;BA;Amélia Rodrigues;Centro Local
2930154;BA;Serra do Ramalho;Centro Local
1504604;PA;Mocajuba;Centro Local
1506005;PA;Prainha;Centro Local
2102002;MA;Bom Jardim;Centro Local
4313102;RS;Nova Palma;Centro Local
4202602;SC;Bom Retiro;Centro Local
3145109;MG;Nova Resende;Centro Local
3127800;MG;Grão Mogol;Centro Local
4104709;PR;Carlópolis;Centro Local
3104601;MG;Astolfo Dutra;Centro Local
4128609;PR;Verê;Centro Local
2614857;PE;Tamandaré;Centro Local
3536109;SP;Pardinho;Centro Local
4206405;SC;Guaraciaba;Centro Local
2112308;MA;Tuntum;Centro Local
4214706;SC;Rio dos Cedros;Centro Local
4108205;PR;Formosa do Oeste;Centro Local
4122156;PR;Rio Bonito do Iguaçu;Centro Local
5200175;GO;Água Fria de Goiás;Centro Local
2608750;PE;Lagoa Grande;Centro Local
3124302;MG;Espinosa;Centro Local
4304655;RS;Capão do Cipó;Centro Local
3106903;MG;Arranjo Populacional de Bicas/MG;Centro Local
2511905;PB;Pitimbu;Centro Local
1703842;TO;Campos Lindos;Centro Local
1100924;RO;Chupinguaia;Centro Local
2100501;MA;Arranjo Populacional de Alto Parnaíba/MA - Santa Filomena/PI;Centro Local
4126009;PR;Arranjo Populacional de São Sebastião da Amoreira/PR;Centro Local
2611903;PE;Rio Formoso;Centro Local
3169000;MG;Tocantins;Centro Local
4216800;SC;São José do Cerrito;Centro Local
2806008;SE;Ribeirópolis;Centro Local
4105003;PR;Catanduvas;Centro Local
2307809;CE;Marco;Centro Local
3539608;SP;Planalto;Centro Local
5005152;MS;Juti;Centro Local
4313953;RS;Pantano Grande;Centro Local
4200705;SC;Alfredo Wagner;Centro Local
4120507;PR;Primeiro de Maio;Centro Local
5204003;GO;Cabeceiras;Centro Local
1303809;AM;São Gabriel da Cachoeira;Centro Local
1700707;TO;Alvorada;Centro Local
1400308;RR;Mucajaí;Centro Local
2706802;AL;Piaçabuçu;Centro Local
4115754;PR;Mauá da Serra;Centro Local
4100608;PR;Alto Paraná;Centro Local
4309902;RS;Ibiraiaras;Centro Local
3519006;SP;Herculândia;Centro Local
2105427;MA;Itinga do Maranhão;Centro Local
4118709;PR;Paulo Frontin;Centro Local
3513900;SP;Divinolândia;Centro Local
4322301;RS;Tuparendi;Centro Local
2909901;BA;Curaçá;Centro Local
5205455;GO;Cezarina;Centro Local
3102308;MG;Alvinópolis;Centro Local
4122602;PR;Rondon;Centro Local
3118403;MG;Conselheiro Pena;Centro Local
1506609;PA;Santa Maria do Pará;Centro Local
5105580;MT;Marcelândia;Centro Local
2110203;MA;Santa Rita;Centro Local
4114906;PR;Marilândia do Sul;Centro Local
2915502;BA;Itajuípe;Centro Local
1502764;PA;Cumaru do Norte;Centro Local
1300607;AM;Benjamin Constant;Centro Local
4203501;SC;Campo Erê;Centro Local
4124608;PR;São Carlos do Ivaí;Centro Local
2310506;CE;Pedra Branca;Centro Local
3103900;MG;Araújos;Centro Local
5004908;MS;Jaraguari;Centro Local
1502905;PA;Curuçá;Centro Local
2701001;AL;Boca da Mata;Centro Local
2604205;PE;Catende;Centro Local
3523503;SP;Itatinga;Centro Local
1300805;AM;Borba;Centro Local
4126678;PR;Tamarana;Centro Local
2110609;MA;São Bernardo;Centro Local
1200385;AC;Plácido de Castro;Centro Local
2805406;SE;Poço Redondo;Centro Local
4300208;RS;Ajuricaba;Centro Local
1301001;AM;Carauari;Centro Local
4123303;PR;Santa Cruz de Monte Castelo;Centro Local
2914901;BA;Itacaré;Centro Local
2309300;CE;Nova Russas;Centro Local
3104106;MG;Arceburgo;Centro Local
2705101;AL;Matriz de Camaragibe;Centro Local
3151701;MG;Poço Fundo;Centro Local
5105002;MT;Jauru;Centro Local
4126405;PR;Sertaneja;Centro Local
3157906;MG;Santa Margarida;Centro Local
4314001;RS;Paraí;Centro Local
4125308;PR;São Jorge do Ivaí;Centro Local
1502756;PA;Concórdia do Pará;Centro Local
2401206;RN;Arês;Centro Local
4125803;PR;São Pedro do Ivaí;Centro Local
4105201;PR;Cerro Azul;Centro Local
2307254;CE;Jijoca de Jericoacoara;Centro Local
4320503;RS;Sertão;Centro Local
1505650;PA;Placas;Centro Local
2803302;SE;Japaratuba;Centro Local
3132701;MG;Itambacuri;Centro Local
2900801;BA;Alcobaça;Centro Local
3517802;SP;Guaraçaí;Centro Local
1714880;TO;Nova Olinda;Centro Local
4215109;SC;Rodeio;Centro Local
3124500;MG;Estiva;Centro Local
3201159;ES;Brejetuba;Centro Local
2100907;MA;Araioses;Centro Local
4218905;SC;Urubici;Centro Local
3200706;ES;Atílio Vivacqua;Centro Local
2506905;PB;Itabaiana;Centro Local
5102603;MT;Campinápolis;Centro Local
2205706;PI;Luís Correia;Centro Local
4204400;SC;Coronel Freitas;Centro Local
5204102;GO;Cachoeira Alta;Centro Local
2411502;RN;Arranjo Populacional de Santo Antônio/RN;Centro Local
3164407;MG;São Sebastião da Bela Vista;Centro Local
3143500;MG;Morada Nova de Minas;Centro Local
3125705;MG;Felixlândia;Centro Local
3115359;MG;Catas Altas;Centro Local
4314308;RS;Pejuçara;Centro Local
2600401;PE;Água Preta;Centro Local
3552601;SP;Tabapuã;Centro Local
3143005;MG;Monte Belo;Centro Local
4202206;SC;Benedito Novo;Centro Local
2705507;AL;Murici;Centro Local
2908200;BA;Conceição da Feira;Centro Local
2606606;PE;Ibimirim;Centro Local
2607307;PE;Ipubi;Centro Local
3535606;SP;Paraibuna;Centro Local
5005103;MS;Jateí;Centro Local
4125209;PR;São Jorge d'Oeste;Centro Local
3535408;SP;Panorama;Centro Local
2908606;BA;Conde;Centro Local
2102036;MA;Bom Jesus das Selvas;Centro Local
4100707;PR;Alto Piquiri;Centro Local
5107180;MT;Ribeirão Cascalheira;Centro Local
3155603;MG;Rio Pardo de Minas;Centro Local
2805604;SE;Porto da Folha;Centro Local
5205000;GO;Carmo do Rio Verde;Centro Local
4121604;PR;Renascença;Centro Local
3539004;SP;Pirangi;Centro Local
2708303;AL;São José da Laje;Centro Local
4209508;SC;Laurentino;Centro Local
3303104;RJ;Natividade;Centro Local
2903276;BA;Barrocas;Centro Local
2500403;PB;Alagoa Nova;Centro Local
4310405;RS;Independência;Centro Local
1507151;PA;São Domingos do Araguaia;Centro Local
5005806;MS;Nioaque;Centro Local
2906808;BA;Cansanção;Centro Local
1302553;AM;Manaquiri;Centro Local
4215455;SC;Sangão;Centro Local
1400050;RR;Alto Alegre;Centro Local
3138609;MG;Lima Duarte;Centro Local
3112703;MG;Capitão Enéas;Centro Local
5205307;GO;Cavalcante;Centro Local
1400159;RR;Bonfim;Centro Local
4311502;RS;Lavras do Sul;Centro Local
2928406;BA;Santa Rita de Cássia;Centro Local
2609006;PE;Macaparana;Centro Local
2922508;BA;Nazaré;Centro Local
2613503;PE;São José do Belmonte;Centro Local
5003454;MS;Deodápolis;Centro Local
3202702;ES;Itaguaçu;Centro Local
3150703;MG;Pirajuba;Centro Local
2305357;CE;Icapuí;Centro Local
5004403;MS;Inocência;Centro Local
4209706;SC;Lebon Régis;Centro Local
4117800;PR;Palmital;Centro Local
4100806;PR;Alvorada do Sul;Centro Local
5103908;MT;General Carneiro;Centro Local
3133600;MG;Itapeva;Centro Local
2402303;RN;Caraúbas;Centro Local
2916807;BA;Itarantim;Centro Local
4207650;SC;Iporã do Oeste;Centro Local
1100346;RO;Alvorada D'Oeste;Centro Local
3519907;SP;Iepê;Centro Local
4125001;PR;São João do Ivaí;Centro Local
4312609;RS;Muçum;Centro Local
2905305;BA;Cafarnaum;Centro Local
1101401;RO;Monte Negro;Centro Local
3205176;ES;Vila Valério;Centro Local
4219200;SC;Vidal Ramos;Centro Local
4128401;PR;Uraí;Centro Local
2926400;BA;Riacho de Santana;Centro Local
4118600;PR;Paula Freitas;Centro Local
4116109;PR;Moreira Sales;Centro Local
1301100;AM;Careiro;Centro Local
4113734;PR;Luiziana;Centro Local
3144508;MG;Nazareno;Centro Local
2409902;RN;Pendências;Centro Local
3108404;MG;Botelhos;Centro Local
4314779;RS;Pontão;Centro Local
4128559;PR;Vera Cruz do Oeste;Centro Local
5207352;GO;Edealina;Centro Local
2914505;BA;Irará;Centro Local
2500304;PB;Alagoa Grande;Centro Local
4319802;RS;São Vicente do Sul;Centro Local
5108055;MT;Terra Nova do Norte;Centro Local
3113909;MG;Carmo da Cachoeira;Centro Local
2605905;PE;Gameleira;Centro Local
3541901;SP;Queluz;Centro Local
2201150;PI;Baixa Grande do Ribeiro;Centro Local
1503754;PA;Jacareacanga;Centro Local
4311718;RS;Maçambará;Centro Local
2509305;PB;Mataraca;Centro Local
3128105;MG;Guapé;Centro Local
2602001;PE;Bodocó;Centro Local
4115309;PR;Mariópolis;Centro Local
1100072;RO;Corumbiara;Centro Local
2709103;AL;Taquarana;Centro Local
3552700;SP;Tabatinga;Centro Local
3538204;SP;Pinhalzinho;Centro Local
1504901;PA;Muaná;Centro Local
2406502;RN;Lagoa Nova;Centro Local
3514601;SP;Dumont;Centro Local
2101004;MA;Arari;Centro Local
3132206;MG;Itaguara;Centro Local
2608107;PE;João Alfredo;Centro Local
3145307;MG;Novo Cruzeiro;Centro Local
3301603;RJ;Duas Barras;Centro Local
3535705;SP;Paraíso;Centro Local
4123402;PR;Santa Fé;Centro Local
2800209;SE;Aquidabã;Centro Local
3202652;ES;Irupi;Centro Local
4128534;PR;Ventania;Centro Local
4207684;SC;Ipuaçu;Centro Local
4302220;RS;Boa Vista do Cadeado;Centro Local
3202504;ES;Ibiraçu;Centro Local
2920700;BA;Maraú;Centro Local
1600402;AP;Mazagão;Centro Local
3523305;SP;Itariri;Centro Local
2805505;SE;Poço Verde;Centro Local
3137403;MG;Lagoa Dourada;Centro Local
1508035;PA;Tracuateua;Centro Local
4104451;PR;Cantagalo;Centro Local
2613800;PE;São Vicente Férrer;Centro Local
4214904;SC;Rio Fortuna;Centro Local
4112504;PR;Jardim Alegre;Centro Local
1100379;RO;Alto Alegre dos Parecis;Centro Local
3518503;SP;Guareí;Centro Local
4311106;RS;Jaguari;Centro Local
3109501;MG;Cabo Verde;Centro Local
2102101;MA;Brejo;Centro Local
1501725;PA;Brasil Novo;Centro Local
2918803;BA;Laje;Centro Local
5211305;GO;Itarumã;Centro Local
2702108;AL;Colônia Leopoldina;Centro Local
2308005;CE;Massapê;Centro Local
3512902;SP;Cosmorama;Centro Local
1505908;PA;Porto de Moz;Centro Local
1200013;AC;Acrelândia;Centro Local
4322533;RS;Vale do Sol;Centro Local
3161007;MG;São Domingos do Prata;Centro Local
2605004;PE;Cupira;Centro Local
4108007;PR;Florestópolis;Centro Local
2313955;CE;Varjota;Centro Local
4107009;PR;Curiúva;Centro Local
2708402;AL;São José da Tapera;Centro Local
3204658;ES;São Domingos do Norte;Centro Local
3110301;MG;Caldas;Centro Local
4103222;PR;Bom Sucesso do Sul;Centro Local
2401859;RN;Arranjo Populacional de Caiçara do Norte/RN;Centro Local
4110805;PR;Iretama;Centro Local
1400175;RR;Cantá;Centro Local
3542909;SP;Ribeirão Bonito;Centro Local
4210803;SC;Meleiro;Centro Local
4200200;SC;Agrolândia;Centro Local
2610806;PE;Pedra;Centro Local
4306502;RS;Dom Feliciano;Centro Local
3145455;MG;Olhos-d'Água;Centro Local
2615003;PE;Taquaritinga do Norte;Centro Local
3146909;MG;Papagaios;Centro Local
3514809;SP;Eldorado;Centro Local
5104906;MT;Jangada;Centro Local
3123007;MG;Dores de Campos;Centro Local
2605301;PE;Exu;Centro Local
2925006;BA;Planalto;Centro Local
1200807;AC;Porto Acre;Centro Local
4321667;RS;Três Cachoeiras;Centro Local
2512002;PB;Pocinhos;Centro Local
4301107;RS;Arroio dos Ratos;Centro Local
2910750;BA;Fátima;Centro Local
4311759;RS;Manoel Viana;Centro Local
2100956;MA;Arame;Centro Local
4218608;SC;Trombudo Central;Centro Local
3203353;ES;Marilândia;Centro Local
4120655;PR;Quarto Centenário;Centro Local
4107538;PR;Entre Rios do Oeste;Centro Local
2925758;BA;Presidente Tancredo Neves;Centro Local
2110039;MA;Santa Luzia do Paruá;Centro Local
3519402;SP;Ibirá;Centro Local
1100700;RO;Campo Novo de Rondônia;Centro Local
2915809;BA;Itambé;Centro Local
2921203;BA;Miguel Calmon;Centro Local
4204905;SC;Descanso;Centro Local
2600302;PE;Agrestina;Centro Local
1503077;PA;Garrafão do Norte;Centro Local
2307502;CE;Lavras da Mangabeira;Centro Local
4208005;SC;Itá;Centro Local
2305902;CE;Ipueiras;Centro Local
3201001;ES;Boa Esperança;Centro Local
4212007;SC;Palma Sola;Centro Local
2911808;BA;Guaratinga;Centro Local
1300508;AM;Barreirinha;Centro Local
4304309;RS;Cândido Godói;Centro Local
2908101;BA;Cocos;Centro Local
2304509;CE;Frecheirinha;Centro Local
1713304;TO;Miranorte;Centro Local
2916005;BA;Itanhém;Centro Local
1720903;TO;Taguatinga;Centro Local
3543808;SP;Rinópolis;Centro Local
1503507;PA;Irituia;Centro Local
4107405;PR;Enéas Marques;Centro Local
1504406;PA;Marapanim;Centro Local
2112852;MA;Vila Nova dos Martírios;Centro Local
4220000;SC;Balneário Rincão;Centro Local
3504909;SP;Bananal;Centro Local
3104304;MG;Areado;Centro Local
2100436;MA;Alto Alegre do Maranhão;Centro Local
1304104;AM;Tapauá;Centro Local
3545407;SP;Salto Grande;Centro Local
3529500;SP;Mendonça;Centro Local
2918357;BA;João Dourado;Centro Local
4304671;RS;Capivari do Sul;Centro Local
4316956;RS;Santa Maria do Herval;Centro Local
2109502;MA;Riachão;Centro Local
1200708;AC;Xapuri;Centro Local
3514502;SP;Duartina;Centro Local
2609808;PE;Orocó;Centro Local
4121901;PR;Ribeirão do Pinhal;Centro Local
2703809;AL;Joaquim Gomes;Centro Local
2801702;SE;Cristinápolis;Centro Local
5106109;MT;Nossa Senhora do Livramento;Centro Local
3511904;SP;Clementina;Centro Local
2912707;BA;Ibirapitanga;Centro Local
3131604;MG;Iraí de Minas;Centro Local
3513603;SP;Cunha;Centro Local
4113007;PR;Jussara;Centro Local
5000807;MS;Anaurilândia;Centro Local
2310803;CE;Pereiro;Centro Local
3204005;ES;Pancas;Centro Local
3102001;MG;Alterosa;Centro Local
4314209;RS;Arranjo Populacional de Pedro Osório - Cerrito/RS;Centro Local
5007703;MS;Sete Quedas;Centro Local
4103008;PR;Boa Esperança;Centro Local
5209937;GO;Inaciolândia;Centro Local
3120201;MG;Cristais;Centro Local
4115101;PR;Mariluz;Centro Local
5104542;MT;Itanhangá;Centro Local
5106778;MT;Porto Alegre do Norte;Centro Local
5212105;GO;Joviânia;Centro Local
4320305;RS;Selbach;Centro Local
2409506;RN;Pedra Grande;Centro Local
5222302;GO;Vila Propício;Centro Local
2801405;SE;Carira;Centro Local
4301800;RS;Barracão;Centro Local
2305605;CE;Independência;Centro Local
3118809;MG;Coração de Jesus;Centro Local
2922409;BA;Mutuípe;Centro Local
2925956;BA;Rafael Jambeiro;Centro Local
1303106;AM;Nova Olinda do Norte;Centro Local
1504307;PA;Maracanã;Centro Local
4203402;SC;Campo Belo do Sul;Centro Local
4303806;RS;Campinas do Sul;Centro Local
2805802;SE;Riachão do Dantas;Centro Local
3117702;MG;Conceição do Rio Verde;Centro Local
3161700;MG;São Gonçalo do Abaeté;Centro Local
5008404;MS;Vicentina;Centro Local
3510708;SP;Cardoso;Centro Local
3108206;MG;Bonfinópolis de Minas;Centro Local
5207253;GO;Doverlândia;Centro Local
2912806;BA;Ibirapuã;Centro Local
4105102;PR;Centenário do Sul;Centro Local
2924405;BA;Pilão Arcado;Centro Local
2501104;PB;Areia;Centro Local
4117008;PR;Nova Fátima;Centro Local
2931004;BA;Tanhaçu;Centro Local
2310852;CE;Pindoretama;Centro Local
2610509;PE;Passira;Centro Local
3137536;MG;Lagoa Grande;Centro Local
5219258;GO;Santa Fé de Goiás;Centro Local
4305975;RS;Coxilha;Centro Local
2310308;CE;Parambu;Centro Local
1503101;PA;Gurupá;Centro Local
1505700;PA;Ponta de Pedras;Centro Local
1100080;RO;Costa Marques;Centro Local
3518859;SP;Guatapará;Centro Local
5218102;GO;Portelândia;Centro Local
3139300;MG;Manga;Centro Local
3113008;MG;Arranjo Populacional de Caraí/MG;Centro Local
3201704;ES;Conceição do Castelo;Centro Local
4112405;PR;Japurá;Centro Local
1303908;AM;São Paulo de Olivença;Centro Local
2604601;PE;Condado;Centro Local
3142601;MG;Monsenhor Paulo;Centro Local
2930907;BA;Tabocas do Brejo Velho;Centro Local
3202900;ES;Itarana;Centro Local
2302305;CE;Bela Cruz;Centro Local
3104502;MG;Arinos;Centro Local
5006408;MS;Pedro Gomes;Centro Local
4124707;PR;São Jerônimo da Serra;Centro Local
3132909;MG;Itamogi;Centro Local
3506300;SP;Bernardino de Campos;Centro Local
4110078;PR;Imbaú;Centro Local
4323408;RS;Vila Maria;Centro Local
